tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2016-M-FU-AUT-04A-2016,Austria F4,Clay,32,S,20160725,19,124116,3,,Sebastian Ofner,R,,AUT,20.2026009582,543,62,110601,,,Patrick Ofner,R,,AUT,23.2197125257,926,15,6-3 6-1,3,R16,,,,,,,,,,,,,,,,,,,
2016-M-FU-AUT-04A-2016,Austria F4,Clay,32,S,20160725,20,106247,,,Nik Razborsek,L,,SLO,22.8062970568,860,19,125825,5,,Matias Zukas,R,,ARG,20.2245037645,585,52,6-4 6-2,3,R16,,,,,,,,,,,,,,,,,,,
2016-M-FU-AUT-04A-2016,Austria F4,Clay,32,S,20160725,21,200484,,Q,Rudolf Molleker,R,,GER,15.7453798768,,,106008,,,Florian Fallert,R,,GER,24.167008898,811,23,6-3 6-4,3,R16,,,,,,,,,,,,,,,,,,,
2016-M-FU-AUT-04A-2016,Austria F4,Clay,32,S,20160725,22,126634,4,,Lenny Hampel,U,,AUT,19.5838466804,575,55,105998,,,Eduardo Dischinger,R,,BRA,24.1861738535,805,23,4-6 6-2 6-3,3,R16,,,,,,,,,,,,,,,,,,,
2016-M-FU-AUT-04A-2016,Austria F4,Clay,32,S,20160725,23,105778,8,,Tobias Simon,R,,GER,25.1882272416,624,45,123847,,Q,Bogdan Bobrov,U,,RUS,18.855578371,1472,3,6-3 6-2,3,R16,,,,,,,,,,,,,,,,,,,
2016-M-FU-AUT-04A-2016,Austria F4,Clay,32,S,20160725,24,123819,2,,Goncalo Oliveira,L,,POR,21.4346338125,466,86,126536,,,David Pichler,R,,AUT,20.4298425736,701,34,6-3 7-5,3,R16,,,,,,,,,,,,,,,,,,,
2016-M-FU-AUT-04A-2016,Austria F4,Clay,32,S,20160725,25,106246,,,Robin Kern,R,,GER,22.8090349076,795,24,105587,6,,Tom Kocevar Desman,R,,SLO,26.0424366872,678,37,7-6(5) 7-5,3,QF,,,,,,,,,,,,,,,,,,,
2016-M-FU-AUT-04A-2016,Austria F4,Clay,32,S,20160725,26,124116,3,,Sebastian Ofner,R,,AUT,20.2026009582,543,62,106247,,,Nik Razborsek,L,,SLO,22.8062970568,860,19,6-3 6-4,3,QF,,,,,,,,,,,,,,,,,,,
2016-M-FU-AUT-04A-2016,Austria F4,Clay,32,S,20160725,27,126634,4,,Lenny Hampel,U,,AUT,19.5838466804,575,55,200484,,Q,Rudolf Molleker,R,,GER,15.7453798768,,,6-3 6-3,3,QF,,,,,,,,,,,,,,,,,,,
2016-M-FU-AUT-04A-2016,Austria F4,Clay,32,S,20160725,28,123819,2,,Goncalo Oliveira,L,,POR,21.4346338125,466,86,105778,8,,Tobias Simon,R,,GER,25.1882272416,624,45,6-2 2-6 7-5,3,QF,,,,,,,,,,,,,,,,,,,
2016-M-FU-AUT-04A-2016,Austria F4,Clay,32,S,20160725,29,106246,,,Robin Kern,R,,GER,22.8090349076,795,24,124116,3,,Sebastian Ofner,R,,AUT,20.2026009582,543,62,6-1 6-3,3,SF,,,,,,,,,,,,,,,,,,,
2016-M-FU-AUT-04A-2016,Austria F4,Clay,32,S,20160725,30,126634,4,,Lenny Hampel,U,,AUT,19.5838466804,575,55,123819,2,,Goncalo Oliveira,L,,POR,21.4346338125,466,86,6-4 6-3,3,SF,,,,,,,,,,,,,,,,,,,
2016-M-FU-AUT-04A-2016,Austria F4,Clay,32,S,20160725,31,106246,,,Robin Kern,R,,GER,22.8090349076,795,24,126634,4,,Lenny Hampel,U,,AUT,19.5838466804,575,55,6-4 6-0,3,F,,,,,,,,,,,,,,,,,,,
2016-M-FU-POR-10A-2016,Portugal F10,Hard,32,S,20160725,1,106249,1,WC,Joao Domingues,R,,POR,22.803559206,383,113,120798,,,Hans Hach Verdugo,U,,MEX,26.7022587269,1121,8,6-4 6-0,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-POR-10A-2016,Portugal F10,Hard,32,S,20160725,2,122027,,,Romain Bauvy,U,,FRA,22.0725530459,1120,8,110467,,,Artur Completo,R,,POR,22.4229979466,1246,5,6-2 7-6(4),3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-POR-10A-2016,Portugal F10,Hard,32,S,20160725,3,144813,,LL,Benjamin Hannestad,R,,DEN,19.4414784394,1398,3,200376,,,Victor Poncelet,U,,BEL,18.5790554415,1075,9,2-6 6-0 6-2,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-POR-10A-2016,Portugal F10,Hard,32,S,20160725,4,131889,,Q,Fran Zvonimir Zgombic,U,,CRO,20.501026694,1281,5,106295,6,,Scott Clayton,U,,GBR,22.4503764545,732,30,6-4 7-5,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-POR-10A-2016,Portugal F10,Hard,32,S,20160725,5,106238,3,,Andres Artunedo Martinavarr,R,,ESP,22.8610540726,580,53,106406,,,Alon Elia,U,,ISR,21.1197809719,922,16,7-5 6-1,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-POR-10A-2016,Portugal F10,Hard,32,S,20160725,6,132686,,,Nuno Borges,R,,POR,19.4277891855,1245,5,125789,,WC,Felipe Cunha Silva,R,,POR,19.318275154,1268,5,6-3 6-3,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-POR-10A-2016,Portugal F10,Hard,32,S,20160725,7,125793,,,Vitalii Shcherba,U,,UKR,19.3374401095,1212,6,125844,,LL,Yannai Barkai,U,,ISR,19.356605065,1704,2,5-3 RET,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-POR-10A-2016,Portugal F10,Hard,32,S,20160725,8,110779,5,,Jonny Omara,R,,GBR,21.3990417522,610,46,135181,,Q,Miguel Deus,U,,POR,23.3018480493,,,6-2 6-3,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-POR-10A-2016,Portugal F10,Hard,32,S,20160725,9,132842,,,Julian Ocleppo,R,,ITA,18.9815195072,877,18,138652,7,,Hugo Voljacques,R,,FRA,23.5674195756,809,23,6-4 6-2,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-POR-10A-2016,Portugal F10,Hard,32,S,20160725,10,200415,,WC,Robert Galloway,R,,USA,23.832991102,1472,3,133404,,,Alexander Centenari,R,,USA,26.7789185489,1327,4,6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-POR-10A-2016,Portugal F10,Hard,32,S,20160725,11,122591,,,Ram Kapach,U,,ISR,19.4880219028,1153,7,126449,,Q,Marco Mosciatti,U,,ITA,19.0253251198,,,4-0 RET,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-POR-10A-2016,Portugal F10,Hard,32,S,20160725,12,126652,,Q,Jay Clarke,R,,GBR,17.9958932238,1603,2,104523,4,WC,Frederico Gil,R,178,POR,31.3374401095,570,56,6-1 7-5,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-POR-10A-2016,Portugal F10,Hard,32,S,20160725,13,105922,8,,Borja Rodriguez Manzano,L,,ESP,24.4517453799,846,20,144909,,Q,Francisco Cabral,U,,POR,19.5427789185,1249,5,6-2 7-5,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-POR-10A-2016,Portugal F10,Hard,32,S,20160725,14,126739,,,Leny Mitjana,R,,FRA,21.9822039699,1094,8,126353,,,Nuno Deus,U,,POR,21.2183436003,1001,12,7-6(5) 7-6(5),3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-POR-10A-2016,Portugal F10,Hard,32,S,20160725,15,127239,,Q,Tony Bourcet,U,,FRA,31.961670089,,,200469,,Q,Iouri Sant Syromolotov Netrebin,R,,ESP,19.0006844627,,,6-4 6-1,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-POR-10A-2016,Portugal F10,Hard,32,S,20160725,16,105924,2,,Richard Gabb,R,,GBR,24.4490075291,460,88,144676,,Q,Luke Oakley,L,,GBR,19.1567419576,1459,3,6-2 6-3,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-POR-10A-2016,Portugal F10,Hard,32,S,20160725,17,106249,1,WC,Joao Domingues,R,,POR,22.803559206,383,113,122027,,,Romain Bauvy,U,,FRA,22.0725530459,1120,8,6-1 6-2,3,R16,,,,,,,,,,,,,,,,,,,
2016-M-FU-POR-10A-2016,Portugal F10,Hard,32,S,20160725,18,144813,,LL,Benjamin Hannestad,R,,DEN,19.4414784394,1398,3,131889,,Q,Fran Zvonimir Zgombic,U,,CRO,20.501026694,1281,5,6-3 6-2,3,R16,,,,,,,,,,,,,,,,,,,
2016-M-FU-POR-10A-2016,Portugal F10,Hard,32,S,20160725,19,132686,,,Nuno Borges,R,,POR,19.4277891855,1245,5,106238,3,,Andres Artunedo Martinavarr,R,,ESP,22.8610540726,580,53,6-4 6-4,3,R16,,,,,,,,,,,,,,,,,,,
2016-M-FU-POR-10A-2016,Portugal F10,Hard,32,S,20160725,20,110779,5,,Jonny Omara,R,,GBR,21.3990417522,610,46,125793,,,Vitalii Shcherba,U,,UKR,19.3374401095,1212,6,6-1 6-0,3,R16,,,,,,,,,,,,,,,,,,,
2016-M-FU-POR-10A-2016,Portugal F10,Hard,32,S,20160725,21,132842,,,Julian Ocleppo,R,,ITA,18.9815195072,877,18,200415,,WC,Robert Galloway,R,,USA,23.832991102,1472,3,7-6(2) 6-2,3,R16,,,,,,,,,,,,,,,,,,,
2016-M-FU-POR-10A-2016,Portugal F10,Hard,32,S,20160725,22,126652,,Q,Jay Clarke,R,,GBR,17.9958932238,1603,2,122591,,,Ram Kapach,U,,ISR,19.4880219028,1153,7,6-1 6-1,3,R16,,,,,,,,,,,,,,,,,,,
2016-M-FU-POR-10A-2016,Portugal F10,Hard,32,S,20160725,23,105922,8,,Borja Rodriguez Manzano,L,,ESP,24.4517453799,846,20,126739,,,Leny Mitjana,R,,FRA,21.9822039699,1094,8,W/O,3,R16,,,,,,,,,,,,,,,,,,,
2016-M-FU-POR-10A-2016,Portugal F10,Hard,32,S,20160725,24,105924,2,,Richard Gabb,R,,GBR,24.4490075291,460,88,127239,,Q,Tony Bourcet,U,,FRA,31.961670089,,,6-3 6-4,3,R16,,,,,,,,,,,,,,,,,,,
2016-M-FU-POR-10A-2016,Portugal F10,Hard,32,S,20160725,25,144813,,LL,Benjamin Hannestad,R,,DEN,19.4414784394,1398,3,106249,1,WC,Joao Domingues,R,,POR,22.803559206,383,113,6-2 7-6(5),3,QF,,,,,,,,,,,,,,,,,,,
2016-M-FU-POR-10A-2016,Portugal F10,Hard,32,S,20160725,26,110779,5,,Jonny Omara,R,,GBR,21.3990417522,610,46,132686,,,Nuno Borges,R,,POR,19.4277891855,1245,5,6-1 1-6 7-5,3,QF,,,,,,,,,,,,,,,,,,,
2016-M-FU-POR-10A-2016,Portugal F10,Hard,32,S,20160725,27,132842,,,Julian Ocleppo,R,,ITA,18.9815195072,877,18,126652,,Q,Jay Clarke,R,,GBR,17.9958932238,1603,2,6-2 6-4,3,QF,,,,,,,,,,,,,,,,,,,
2016-M-FU-POR-10A-2016,Portugal F10,Hard,32,S,20160725,28,105924,2,,Richard Gabb,R,,GBR,24.4490075291,460,88,105922,8,,Borja Rodriguez Manzano,L,,ESP,24.4517453799,846,20,6-7(5) 6-2 RET,3,QF,,,,,,,,,,,,,,,,,,,
2016-M-FU-POR-10A-2016,Portugal F10,Hard,32,S,20160725,29,110779,5,,Jonny Omara,R,,GBR,21.3990417522,610,46,144813,,LL,Benjamin Hannestad,R,,DEN,19.4414784394,1398,3,6-4 6-4,3,SF,,,,,,,,,,,,,,,,,,,
2016-M-FU-POR-10A-2016,Portugal F10,Hard,32,S,20160725,30,132842,,,Julian Ocleppo,R,,ITA,18.9815195072,877,18,105924,2,,Richard Gabb,R,,GBR,24.4490075291,460,88,6-3 4-6 7-6(4),3,SF,,,,,,,,,,,,,,,,,,,
2016-M-FU-POR-10A-2016,Portugal F10,Hard,32,S,20160725,31,110779,5,,Jonny Omara,R,,GBR,21.3990417522,610,46,132842,,,Julian Ocleppo,R,,ITA,18.9815195072,877,18,3-6 7-5 7-6(2),3,F,,,,,,,,,,,,,,,,,,,
2016-M-FU-BEL-07A-2016,Belgium F7,Clay,32,S,20160725,1,106172,1,,Maxime Chazal,U,,FRA,23.2525667351,317,150,200383,,WC,Maxime Pauwels,U,,BEL,17.9849418207,1251,5,6-2 6-2,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-BEL-07A-2016,Belgium F7,Clay,32,S,20160725,2,105593,,PR,Yannick Vandenbulcke,R,,BEL,26.0205338809,987,12,131904,,Q,Louis Chaix,U,,FRA,21.1991786448,,,5-7 6-3 6-2,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-BEL-07A-2016,Belgium F7,Clay,32,S,20160725,3,133603,,WC,Benjamin Dhoe,R,,BEL,19.9288158795,1255,5,126181,,Q,Dennis Bogaert,R,,BEL,24.386036961,1459,3,6-3 1-6 7-6(4),3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-BEL-07A-2016,Belgium F7,Clay,32,S,20160725,4,111584,,WC,Jeroen Vanneste,R,,BEL,22.5188227242,1314,4,127157,7,,Daniel Altmaier,U,,GER,17.8672142368,567,57,6-3 6-2,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-BEL-07A-2016,Belgium F7,Clay,32,S,20160725,5,126091,4,,Omar Salman,R,,BEL,20.257357974,568,57,145001,,Q,Evan Furness,R,,FRA,17.9493497604,1626,2,6-1 6-2,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-BEL-07A-2016,Belgium F7,Clay,32,S,20160725,6,111807,,,Simeon Rossier,L,,SUI,21.5249828884,786,25,106023,,,Stijn Meulemans,U,,BEL,24.0793976728,665,39,6-4 7-6(5),3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-BEL-07A-2016,Belgium F7,Clay,32,S,20160725,7,144866,,WC,Loic Juszczak,U,,BEL,19.4223134839,1353,4,133848,,LL,Adriaan De Jager,U,,NED,22.1409993155,1817,1,2-6 7-5 6-0,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-BEL-07A-2016,Belgium F7,Clay,32,S,20160725,8,105695,8,,Sander Gille,R,,BEL,25.5249828884,623,45,105476,,,Alexandre Folie,R,,BEL,26.4804928131,757,28,2-0 RET,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-BEL-07A-2016,Belgium F7,Clay,32,S,20160725,9,134770,6,,Casper Ruud,R,,NOR,17.5906913073,558,58,122222,,,Jonas Merckx,R,,BEL,22.8062970568,644,42,6-4 6-1,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-BEL-07A-2016,Belgium F7,Clay,32,S,20160725,10,105636,,Q,Romain Sichez,U,,FRA,25.8343600274,,,105603,,,Francois Arthur Vibert,U,,FRA,25.9767282683,762,28,6-2 7-6(5),3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-BEL-07A-2016,Belgium F7,Clay,32,S,20160725,11,126448,,,Jolan Cailleau,U,,BEL,21.0759753593,985,12,106338,,,Jannis Kahlke,L,,GER,22.1273100616,839,20,7-6(5) 6-4,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-BEL-07A-2016,Belgium F7,Clay,32,S,20160725,12,126107,3,,Michael Geerts,R,,BEL,21.5195071869,437,94,133835,,Q,Gijs Brouwer,L,,NED,20.3641341547,1239,5,6-4 3-6 6-4,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-BEL-07A-2016,Belgium F7,Clay,32,S,20160725,13,126115,5,,Joran Vliegen,U,,BEL,23.0499657769,533,65,105320,,Q,Eduardo Peralta Tello,R,,MEX,27.2772073922,1574,2,6-4 6-1,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-BEL-07A-2016,Belgium F7,Clay,32,S,20160725,14,105757,,,Sandro Ehrat,R,180,SUI,25.2703627652,800,23,200225,,Q,Nathaniel Lammons,U,,USA,22.9514031485,2022,1,6-7(7) 6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-BEL-07A-2016,Belgium F7,Clay,32,S,20160725,15,200188,,Q,Matteo Martineau,U,,FRA,17.5222450376,1609,2,200005,,,Ugo Humbert,L,,FRA,18.0807665982,886,17,6-2 5-7 7-5,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-BEL-07A-2016,Belgium F7,Clay,32,S,20160725,16,106408,2,,Mario Vilella Martinez,U,,ESP,21.0622861054,456,89,106016,,,Yanais Laurent,R,,FRA,24.1341546886,770,26,6-1 7-5,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-BEL-07A-2016,Belgium F7,Clay,32,S,20160725,17,106172,1,,Maxime Chazal,U,,FRA,23.2525667351,317,150,105593,,PR,Yannick Vandenbulcke,R,,BEL,26.0205338809,987,12,6-4 7-5,3,R16,,,,,,,,,,,,,,,,,,,
2016-M-FU-BEL-07A-2016,Belgium F7,Clay,32,S,20160725,18,111584,,WC,Jeroen Vanneste,R,,BEL,22.5188227242,1314,4,133603,,WC,Benjamin Dhoe,R,,BEL,19.9288158795,1255,5,6-2 6-3,3,R16,,,,,,,,,,,,,,,,,,,
2016-M-FU-BEL-07A-2016,Belgium F7,Clay,32,S,20160725,19,126091,4,,Omar Salman,R,,BEL,20.257357974,568,57,111807,,,Simeon Rossier,L,,SUI,21.5249828884,786,25,7-5 6-4,3,R16,,,,,,,,,,,,,,,,,,,
2016-M-FU-BEL-07A-2016,Belgium F7,Clay,32,S,20160725,20,105695,8,,Sander Gille,R,,BEL,25.5249828884,623,45,144866,,WC,Loic Juszczak,U,,BEL,19.4223134839,1353,4,6-7(2) 6-2 6-2,3,R16,,,,,,,,,,,,,,,,,,,
2016-M-FU-BEL-07A-2016,Belgium F7,Clay,32,S,20160725,21,134770,6,,Casper Ruud,R,,NOR,17.5906913073,558,58,105636,,Q,Romain Sichez,U,,FRA,25.8343600274,,,6-3 6-2,3,R16,,,,,,,,,,,,,,,,,,,
2016-M-FU-BEL-07A-2016,Belgium F7,Clay,32,S,20160725,22,126107,3,,Michael Geerts,R,,BEL,21.5195071869,437,94,126448,,,Jolan Cailleau,U,,BEL,21.0759753593,985,12,6-2 6-2,3,R16,,,,,,,,,,,,,,,,,,,
2016-M-FU-BEL-07A-2016,Belgium F7,Clay,32,S,20160725,23,105757,,,Sandro Ehrat,R,180,SUI,25.2703627652,800,23,126115,5,,Joran Vliegen,U,,BEL,23.0499657769,533,65,6-3 6-3,3,R16,,,,,,,,,,,,,,,,,,,
2016-M-FU-BEL-07A-2016,Belgium F7,Clay,32,S,20160725,24,200188,,Q,Matteo Martineau,U,,FRA,17.5222450376,1609,2,106408,2,,Mario Vilella Martinez,U,,ESP,21.0622861054,456,89,6-3 6-2,3,R16,,,,,,,,,,,,,,,,,,,
2016-M-FU-BEL-07A-2016,Belgium F7,Clay,32,S,20160725,25,106172,1,,Maxime Chazal,U,,FRA,23.2525667351,317,150,111584,,WC,Jeroen Vanneste,R,,BEL,22.5188227242,1314,4,6-3 6-1,3,QF,,,,,,,,,,,,,,,,,,,
2016-M-FU-BEL-07A-2016,Belgium F7,Clay,32,S,20160725,26,126091,4,,Omar Salman,R,,BEL,20.257357974,568,57,105695,8,,Sander Gille,R,,BEL,25.5249828884,623,45,7-6(3) 4-6 6-3,3,QF,,,,,,,,,,,,,,,,,,,
2016-M-FU-BEL-07A-2016,Belgium F7,Clay,32,S,20160725,27,134770,6,,Casper Ruud,R,,NOR,17.5906913073,558,58,126107,3,,Michael Geerts,R,,BEL,21.5195071869,437,94,6-7(6) 7-5 6-4,3,QF,,,,,,,,,,,,,,,,,,,
2016-M-FU-BEL-07A-2016,Belgium F7,Clay,32,S,20160725,28,105757,,,Sandro Ehrat,R,180,SUI,25.2703627652,800,23,200188,,Q,Matteo Martineau,U,,FRA,17.5222450376,1609,2,6-1 7-6(10),3,QF,,,,,,,,,,,,,,,,,,,
2016-M-FU-BEL-07A-2016,Belgium F7,Clay,32,S,20160725,29,106172,1,,Maxime Chazal,U,,FRA,23.2525667351,317,150,126091,4,,Omar Salman,R,,BEL,20.257357974,568,57,7-5 6-3,3,SF,,,,,,,,,,,,,,,,,,,
2016-M-FU-BEL-07A-2016,Belgium F7,Clay,32,S,20160725,30,105757,,,Sandro Ehrat,R,180,SUI,25.2703627652,800,23,134770,6,,Casper Ruud,R,,NOR,17.5906913073,558,58,6-4 7-5,3,SF,,,,,,,,,,,,,,,,,,,
2016-M-FU-BEL-07A-2016,Belgium F7,Clay,32,S,20160725,31,106172,1,,Maxime Chazal,U,,FRA,23.2525667351,317,150,105757,,,Sandro Ehrat,R,180,SUI,25.2703627652,800,23,7-5 2-6 6-2,3,F,,,,,,,,,,,,,,,,,,,
2016-M-FU-SRB-02A-2016,Serbia F2,Clay,32,S,20160725,1,105175,1,,Kristijan Mesaros,R,,CRO,28.0629705681,413,102,123984,,Q,Besir Durguti,U,,MKD,22.932238193,2157,1,6-3 6-1,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-SRB-02A-2016,Serbia F2,Clay,32,S,20160725,2,123867,,WC,Strahinja Rakic,U,,SRB,20.3203285421,1443,3,126119,,WC,Goran Markovic,R,,SRB,20.8542094456,1217,6,6-3 0-6 7-6(4),3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-SRB-02A-2016,Serbia F2,Clay,32,S,20160725,3,144803,,Q,Shunsuke Wakita,U,,JPN,20.9993155373,1264,5,200314,,WC,Dejan Antonic,U,,SRB,20.8542094456,,,6-0 6-1,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-SRB-02A-2016,Serbia F2,Clay,32,S,20160725,4,200175,,,Miomir Kecmanovic,R,,SRB,16.900752909,903,16,105969,5,,James Marsalek,U,,GBR,24.3039014374,641,42,6-0 6-2,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-SRB-02A-2016,Serbia F2,Clay,32,S,20160725,5,105852,,,Viktor Filipenko,U,,HUN,24.8323066393,1042,10,105824,3,,Kirill Dmitriev,U,,RUS,24.9609856263,532,65,2-6 6-2 6-4,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-SRB-02A-2016,Serbia F2,Clay,32,S,20160725,6,105662,,,Tomislav Jotovski,R,,MKD,25.7440109514,693,35,121872,,,Alessandro Luisi,R,,ITA,26.7214236824,745,29,6-3 6-7(7) 6-3,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-SRB-02A-2016,Serbia F2,Clay,32,S,20160725,7,138431,,Q,Darko Bojanovic,U,,BIH,19.4579055441,1626,2,121898,,Q,Denis Kapric,R,,GER,21.9192334018,1256,5,6-2 6-3,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-SRB-02A-2016,Serbia F2,Clay,32,S,20160725,8,123983,7,,Nerman Fatic,U,,BIH,21.7522245038,681,37,133735,,Q,Luka Sucevic,U,,SRB,19.9534565366,1817,1,7-5 6-4,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-SRB-02A-2016,Serbia F2,Clay,32,S,20160725,9,105114,6,,Dejan Katic,R,,SRB,28.3832991102,679,37,144957,,Q,Luca Giacomelli,U,,SUI,19.9069130732,1706,1,6-4 6-1,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-SRB-02A-2016,Serbia F2,Clay,32,S,20160725,10,138688,,SE,Milan Drinic,R,,SRB,18.7734428474,1186,6,200292,,WC,Igor Banicevic,U,,SRB,17.3004791239,,,6-1 6-4,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-SRB-02A-2016,Serbia F2,Clay,32,S,20160725,11,125779,,LL,Nicholas Horton,R,,AUS,21.3552361396,1232,5,122311,,,Darko Jandric,R,,SRB,21.8945927447,1000,12,6-3 7-6(5),3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-SRB-02A-2016,Serbia F2,Clay,32,S,20160725,12,105843,4,,Ljubomir Celebic,U,,MNE,24.8596851472,588,52,131898,,Q,Tomislav Podvinski,U,,CRO,19.4633812457,,,6-4 6-2,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-SRB-02A-2016,Serbia F2,Clay,32,S,20160725,13,127339,,,Borna Gojo,U,,CRO,18.4065708419,1062,9,106154,8,,Duje Kekez,R,,CRO,23.3210130048,776,26,2-6 6-1 6-1,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-SRB-02A-2016,Serbia F2,Clay,32,S,20160725,14,126627,,,Johan Nikles,R,,SUI,19.3401779603,875,18,105851,,,Florent Diep,U,,FRA,24.8350444901,840,20,7-5 6-3,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-SRB-02A-2016,Serbia F2,Clay,32,S,20160725,15,126465,,,Andre Biro,R,,HUN,20.4024640657,1094,8,131888,,Q,Domagoj Biljesko,U,,CRO,19.0746064339,1213,6,7-6(5) 6-2,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-SRB-02A-2016,Serbia F2,Clay,32,S,20160725,16,109318,2,,Pawel Cias,R,,POL,22.4202600958,468,84,120131,,,Danail Tarpov,R,,BUL,27.665982204,1690,2,6-3 6-4,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-SRB-02A-2016,Serbia F2,Clay,32,S,20160725,17,105175,1,,Kristijan Mesaros,R,,CRO,28.0629705681,413,102,123867,,WC,Strahinja Rakic,U,,SRB,20.3203285421,1443,3,6-3 1-6 6-2,3,R16,,,,,,,,,,,,,,,,,,,
2016-M-FU-SRB-02A-2016,Serbia F2,Clay,32,S,20160725,18,200175,,,Miomir Kecmanovic,R,,SRB,16.900752909,903,16,144803,,Q,Shunsuke Wakita,U,,JPN,20.9993155373,1264,5,6-4 6-1,3,R16,,,,,,,,,,,,,,,,,,,
2016-M-FU-SRB-02A-2016,Serbia F2,Clay,32,S,20160725,19,105852,,,Viktor Filipenko,U,,HUN,24.8323066393,1042,10,105662,,,Tomislav Jotovski,R,,MKD,25.7440109514,693,35,7-5 6-1,3,R16,,,,,,,,,,,,,,,,,,,
2016-M-FU-SRB-02A-2016,Serbia F2,Clay,32,S,20160725,20,123983,7,,Nerman Fatic,U,,BIH,21.7522245038,681,37,138431,,Q,Darko Bojanovic,U,,BIH,19.4579055441,1626,2,7-6(4) 6-4,3,R16,,,,,,,,,,,,,,,,,,,
2016-M-FU-SRB-02A-2016,Serbia F2,Clay,32,S,20160725,21,105114,6,,Dejan Katic,R,,SRB,28.3832991102,679,37,138688,,SE,Milan Drinic,R,,SRB,18.7734428474,1186,6,7-6(5) 7-6(2),3,R16,,,,,,,,,,,,,,,,,,,
2016-M-FU-SRB-02A-2016,Serbia F2,Clay,32,S,20160725,22,105843,4,,Ljubomir Celebic,U,,MNE,24.8596851472,588,52,125779,,LL,Nicholas Horton,R,,AUS,21.3552361396,1232,5,6-4 6-3,3,R16,,,,,,,,,,,,,,,,,,,
2016-M-FU-SRB-02A-2016,Serbia F2,Clay,32,S,20160725,23,126627,,,Johan Nikles,R,,SUI,19.3401779603,875,18,127339,,,Borna Gojo,U,,CRO,18.4065708419,1062,9,7-5 7-6(2),3,R16,,,,,,,,,,,,,,,,,,,
