tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2016-M-FU-USA-01A-2016,USA F1,Hard,32,S,20160104,1,105815,1,,Tennys Sandgren,R,,USA,24.4544832307,261,201,111581,,,Michael Mmoh,R,,USA,17.9822039699,455,88,7-5 6-3,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-01A-2016,USA F1,Hard,32,S,20160104,2,127028,,Q,Tom Fawcett,U,,USA,20.2135523614,1633,2,200222,,Q,Nicholas S Hu,R,,USA,21.697467488,1896,1,6-2 6-4,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-01A-2016,USA F1,Hard,32,S,20160104,3,110751,,,Sebastian Fanselow,U,,GER,24.0136892539,528,65,110750,,,Eric Johnson,R,,USA,22.8774811773,522,67,6-1 6-1,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-01A-2016,USA F1,Hard,32,S,20160104,4,105960,,,Evan King,L,185,USA,23.7782340862,414,104,111456,8,,Mackenzie Mcdonald,R,,USA,20.720054757,371,118,6-3 6-2,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-01A-2016,USA F1,Hard,32,S,20160104,5,105336,3,,Nicolas Meister,U,,USA,26.6392881588,302,165,106335,,,Alexios Halebian,L,,USA,21.5742642026,617,50,7-6(4) 7-5,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-01A-2016,USA F1,Hard,32,S,20160104,6,106420,,,Gianluigi Quinzi,L,,ITA,19.923340178,383,113,108767,,WC,Gonzales Austin,L,,HAI,23.1622176591,761,30,7-6(3) 7-5,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-01A-2016,USA F1,Hard,32,S,20160104,7,111514,,Q,Max De Vroome,R,,NED,21.5934291581,1896,1,111583,,Q,Martin Redlicki,U,,USA,20.3641341547,1637,2,6-2 3-6 7-6(3),3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-01A-2016,USA F1,Hard,32,S,20160104,8,111578,6,,Stefan Kozlov,R,,USA,17.9219712526,351,130,105071,,,Jean Yves Aubone,R,180,USA,27.9835728953,603,53,6-0 7-5,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-01A-2016,USA F1,Hard,32,S,20160104,9,126152,,WC,Ryan Shane,U,,USA,21.7221081451,730,33,111586,7,,Deiton Baughman,U,,USA,19.6988364134,357,128,7-5 7-5,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-01A-2016,USA F1,Hard,32,S,20160104,10,105870,,Q,Yannick Hanfmann,U,,GER,24.1423682409,660,43,138590,,WC,Robbie C Bellamy,U,,USA,20.93908282,2085,1,6-1 6-2,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-01A-2016,USA F1,Hard,32,S,20160104,11,126243,,Q,Jake Devine,U,,USA,18.6201232033,,,111515,,Q,Thai Son Kwiatkowski,U,,USA,20.8898015058,1666,2,6-4 6-3,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-01A-2016,USA F1,Hard,32,S,20160104,12,105229,4,,Philip Bester,R,188,CAN,27.2443531828,303,164,200587,,WC,Brandon Holt,U,,USA,17.7467488022,,,6-4 6-3,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-01A-2016,USA F1,Hard,32,S,20160104,13,110636,,,Clay Thompson,R,,USA,23.6687200548,468,84,105281,5,,Eric Quigley,U,,USA,26.9267624914,314,158,6-4 6-7(5) 6-4,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-01A-2016,USA F1,Hard,32,S,20160104,14,110749,,,Joe Salisbury,U,,GBR,23.7070499658,646,46,105566,,Q,Shahin Khaledan,R,,IRI,25.5770020534,1003,12,6-3 6-4,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-01A-2016,USA F1,Hard,32,S,20160104,15,105100,,,Edward Corrie,U,,GBR,27.8685831622,453,89,124014,,,Ernesto Escobedo,R,,USA,19.5017111567,393,111,7-6(3) 7-5,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-01A-2016,USA F1,Hard,32,S,20160104,16,105447,,PR,Dennis Nevolo,R,,USA,26.0342231348,621,49,104905,2,,Nicolas Barrientos,R,175,COL,28.6981519507,294,170,6-4 7-6(3),3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-01A-2016,USA F1,Hard,32,S,20160104,17,105815,1,,Tennys Sandgren,R,,USA,24.4544832307,261,201,127028,,Q,Tom Fawcett,U,,USA,20.2135523614,1633,2,6-3 6-4,3,R16,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-01A-2016,USA F1,Hard,32,S,20160104,18,110751,,,Sebastian Fanselow,U,,GER,24.0136892539,528,65,105960,,,Evan King,L,185,USA,23.7782340862,414,104,4-6 6-3 6-4,3,R16,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-01A-2016,USA F1,Hard,32,S,20160104,19,106420,,,Gianluigi Quinzi,L,,ITA,19.923340178,383,113,105336,3,,Nicolas Meister,U,,USA,26.6392881588,302,165,6-4 6-4,3,R16,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-01A-2016,USA F1,Hard,32,S,20160104,20,111578,6,,Stefan Kozlov,R,,USA,17.9219712526,351,130,111514,,Q,Max De Vroome,R,,NED,21.5934291581,1896,1,6-3 6-3,3,R16,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-01A-2016,USA F1,Hard,32,S,20160104,21,126152,,WC,Ryan Shane,U,,USA,21.7221081451,730,33,105870,,Q,Yannick Hanfmann,U,,GER,24.1423682409,660,43,4-6 7-6(2) 6-4,3,R16,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-01A-2016,USA F1,Hard,32,S,20160104,22,105229,4,,Philip Bester,R,188,CAN,27.2443531828,303,164,126243,,Q,Jake Devine,U,,USA,18.6201232033,,,7-6(3) 6-3,3,R16,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-01A-2016,USA F1,Hard,32,S,20160104,23,110636,,,Clay Thompson,R,,USA,23.6687200548,468,84,110749,,,Joe Salisbury,U,,GBR,23.7070499658,646,46,6-3 6-3,3,R16,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-01A-2016,USA F1,Hard,32,S,20160104,24,105100,,,Edward Corrie,U,,GBR,27.8685831622,453,89,105447,,PR,Dennis Nevolo,R,,USA,26.0342231348,621,49,4-6 7-5 6-4,3,R16,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-01A-2016,USA F1,Hard,32,S,20160104,25,105815,1,,Tennys Sandgren,R,,USA,24.4544832307,261,201,110751,,,Sebastian Fanselow,U,,GER,24.0136892539,528,65,5-7 6-4 7-6(2),3,QF,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-01A-2016,USA F1,Hard,32,S,20160104,26,111578,6,,Stefan Kozlov,R,,USA,17.9219712526,351,130,106420,,,Gianluigi Quinzi,L,,ITA,19.923340178,383,113,6-3 3-6 6-1,3,QF,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-01A-2016,USA F1,Hard,32,S,20160104,27,105229,4,,Philip Bester,R,188,CAN,27.2443531828,303,164,126152,,WC,Ryan Shane,U,,USA,21.7221081451,730,33,6-2 6-3,3,QF,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-01A-2016,USA F1,Hard,32,S,20160104,28,110636,,,Clay Thompson,R,,USA,23.6687200548,468,84,105100,,,Edward Corrie,U,,GBR,27.8685831622,453,89,6-2 6-2,3,QF,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-01A-2016,USA F1,Hard,32,S,20160104,29,111578,6,,Stefan Kozlov,R,,USA,17.9219712526,351,130,105815,1,,Tennys Sandgren,R,,USA,24.4544832307,261,201,6-1 6-1,3,SF,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-01A-2016,USA F1,Hard,32,S,20160104,30,105229,4,,Philip Bester,R,188,CAN,27.2443531828,303,164,110636,,,Clay Thompson,R,,USA,23.6687200548,468,84,6-3 6-3,3,SF,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-01A-2016,USA F1,Hard,32,S,20160104,31,111578,6,,Stefan Kozlov,R,,USA,17.9219712526,351,130,105229,4,,Philip Bester,R,188,CAN,27.2443531828,303,164,7-6(7) 6-7(3) 6-3,3,F,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-02A-2016,USA F2,Hard,24,S,20160111,1,105336,1,,Nicolas Meister,U,,USA,26.6584531143,301,165,200588,,WC,Riley Smith,U,,USA,18.6009582478,,,7-5 6-1,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-02A-2016,USA F2,Hard,24,S,20160111,2,110751,,,Sebastian Fanselow,U,,GER,24.0328542094,529,65,127028,,WC,Tom Fawcett,U,,USA,20.2327173169,1633,2,3-6 6-0 7-5,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-02A-2016,USA F2,Hard,24,S,20160111,3,132482,,Q,Liam Caruana,U,,USA,17.9685147159,1637,2,108767,,WC,Gonzales Austin,L,,HAI,23.1813826146,761,30,7-6(3) 3-6 6-4,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-02A-2016,USA F2,Hard,24,S,20160111,4,105651,8,,Daniel Smethurst,U,,GBR,25.2457221081,446,94,111514,,Q,Max De Vroome,R,,NED,21.6125941136,1896,1,6-3 6-7(10) 6-3,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-02A-2016,USA F2,Hard,24,S,20160111,5,111581,,,Michael Mmoh,R,,USA,18.0013689254,458,88,111578,4,,Stefan Kozlov,R,,USA,17.9411362081,350,130,7-5 6-4,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-02A-2016,USA F2,Hard,24,S,20160111,6,110636,,,Clay Thompson,R,,USA,23.6878850103,471,84,200587,,Q,Brandon Holt,U,,USA,17.7659137577,,,6-3 6-3,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-02A-2016,USA F2,Hard,24,S,20160111,7,110549,,Q,Ryan Lipman,U,,USA,25.2539356605,1784,1,132437,,WC,Logan Smith,U,,USA,19.2005475702,1896,1,7-6(8) 7-5,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-02A-2016,USA F2,Hard,24,S,20160111,8,111586,5,,Deiton Baughman,U,,USA,19.7180013689,357,128,111515,,Q,Thai Son Kwiatkowski,U,,USA,20.9089664613,1666,2,6-3 6-2,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-02A-2016,USA F2,Hard,24,S,20160111,9,105960,7,,Evan King,L,185,USA,23.7973990418,417,104,105071,,,Jean Yves Aubone,R,180,USA,28.0027378508,601,53,6-2 6-1,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-02A-2016,USA F2,Hard,24,S,20160111,10,110750,,,Eric Johnson,R,,USA,22.8966461328,524,67,126152,,,Ryan Shane,U,,USA,21.7412731006,730,33,2-6 6-2 6-4,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-02A-2016,USA F2,Hard,24,S,20160111,11,106031,,,Raymond Sarmiento,R,,USA,23.4661190965,745,32,126214,,Q,Alejandro Tabilo,L,,CAN,18.6091718001,1148,8,7-6(0) 6-1,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-02A-2016,USA F2,Hard,24,S,20160111,12,105281,3,,Eric Quigley,U,,USA,26.945927447,313,158,105447,,PR,Dennis Nevolo,R,,USA,26.0533880903,621,49,6-1 7-6(6),3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-02A-2016,USA F2,Hard,24,S,20160111,13,124014,6,,Ernesto Escobedo,R,,USA,19.5208761123,397,111,110749,,,Joe Salisbury,U,,GBR,23.7262149213,646,46,7-6(4) 6-2,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-02A-2016,USA F2,Hard,24,S,20160111,14,111579,,Q,Henrik Wiersholm,R,,USA,18.7926078029,896,18,133690,,Q,Farzin Danny Amiri,U,,USA,20.1861738535,1551,3,0-6 6-2 6-1,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-02A-2016,USA F2,Hard,24,S,20160111,15,105100,,,Edward Corrie,U,,GBR,27.8877481177,457,89,111765,,,Evan Song,U,,USA,23.5947980835,552,61,6-3 6-2,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-02A-2016,USA F2,Hard,24,S,20160111,16,105870,,,Yannick Hanfmann,U,,GER,24.1615331964,660,43,105229,2,,Philip Bester,R,188,CAN,27.2635181383,302,164,6-4 4-6 6-3,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-02A-2016,USA F2,Hard,24,S,20160111,17,110751,,,Sebastian Fanselow,U,,GER,24.0328542094,529,65,105336,1,,Nicolas Meister,U,,USA,26.6584531143,301,165,6-4 6-3,3,R16,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-02A-2016,USA F2,Hard,24,S,20160111,18,105651,8,,Daniel Smethurst,U,,GBR,25.2457221081,446,94,132482,,Q,Liam Caruana,U,,USA,17.9685147159,1637,2,6-2 6-3,3,R16,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-02A-2016,USA F2,Hard,24,S,20160111,19,111581,,,Michael Mmoh,R,,USA,18.0013689254,458,88,110636,,,Clay Thompson,R,,USA,23.6878850103,471,84,7-5 6-2,3,R16,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-02A-2016,USA F2,Hard,24,S,20160111,20,105960,7,,Evan King,L,185,USA,23.7973990418,417,104,110750,,,Eric Johnson,R,,USA,22.8966461328,524,67,6-1 3-6 6-4,3,R16,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-02A-2016,USA F2,Hard,24,S,20160111,21,105281,3,,Eric Quigley,U,,USA,26.945927447,313,158,106031,,,Raymond Sarmiento,R,,USA,23.4661190965,745,32,6-4 4-6 6-4,3,R16,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-02A-2016,USA F2,Hard,24,S,20160111,22,124014,6,,Ernesto Escobedo,R,,USA,19.5208761123,397,111,111579,,Q,Henrik Wiersholm,R,,USA,18.7926078029,896,18,6-1 6-4,3,R16,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-02A-2016,USA F2,Hard,24,S,20160111,23,105870,,,Yannick Hanfmann,U,,GER,24.1615331964,660,43,105100,,,Edward Corrie,U,,GBR,27.8877481177,457,89,3-6 6-3 6-2,3,R16,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-03A-2016,USA F3,Clay,32,S,20160111,1,126205,1,WC,Tommy Paul,R,,USA,18.6529774127,277,187,105954,,,Peter Nagy,U,,HUN,23.819301848,680,41,6-7(5) 6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-03A-2016,USA F3,Clay,32,S,20160111,2,120922,,,Maciej Rajski,U,,POL,24.6926762491,631,48,104933,,,Denis Bejtulahi,R,,SRB,28.6132785763,832,23,6-2 6-2,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-03A-2016,USA F3,Clay,32,S,20160111,3,125854,,,Jaume Pla Malfeito,U,,ESP,20.6078028747,669,43,144804,,Q,Zack Mccourt,R,,USA,23.0581793292,,,6-3 6-2,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-03A-2016,USA F3,Clay,32,S,20160111,4,122645,,,Demian Raab,U,,GER,22.4777549624,1017,12,111582,8,WC,Jared Hiltzik,U,,USA,21.5112936345,624,49,7-6(8) 6-2,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-03A-2016,USA F3,Clay,32,S,20160111,5,121817,,Q,Juan Manuel Benitez Chavarriaga,U,,COL,20.3039014374,,,105111,3,,Ivan Endara,U,,ECU,27.8548939083,389,113,6-4 6-2,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-03A-2016,USA F3,Clay,32,S,20160111,6,106165,,Q,Diego Hidalgo,U,,ECU,22.7323750856,1784,1,133430,,Q,Denis Shapovalov,L,,CAN,16.7419575633,1131,8,7-5 7-5,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-03A-2016,USA F3,Clay,32,S,20160111,7,100415,,,Michael Grant,R,178,USA,59.9370294319,873,20,105823,,,Masato Shiga,U,,JPN,24.4271047228,782,28,6-1 6-1,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-03A-2016,USA F3,Clay,32,S,20160111,8,111792,7,,Young Seok Kim,L,,KOR,20.6680355921,551,61,134131,,WC,Michael Lippens,R,,USA,23.1622176591,,,3-6 6-3 6-4,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-03A-2016,USA F3,Clay,32,S,20160111,9,111187,6,,Kaichi Uchida,R,,JPN,21.3853524983,528,66,126715,,Q,Fernando Yamacita,U,,BRA,18.2778918549,,,7-5 6-0,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-03A-2016,USA F3,Clay,32,S,20160111,10,133291,,,Ryota Tanuma,U,,JPN,20.3039014374,877,20,111752,,,Raleigh Smith,U,,USA,24.2409308693,1070,10,6-2 6-1,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-03A-2016,USA F3,Clay,32,S,20160111,11,132052,,WC,Christian Langmo,U,,USA,19.6112251882,,,125841,,Q,Alexandru Gozun,R,,USA,20.0273785079,,,5-7 6-3 6-2,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-03A-2016,USA F3,Clay,32,S,20160111,12,105273,,,Mauricio Echazu,R,,PER,26.970568104,640,47,105530,4,,Henrique Cunha,L,,BRA,25.7002053388,402,109,6-2 6-3,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-03A-2016,USA F3,Clay,32,S,20160111,13,110539,5,,Wil Spencer,U,,USA,26.340862423,521,68,104765,,,Damon Gooch,R,,RSA,29.5030800821,870,20,6-3 6-2,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-03A-2016,USA F3,Clay,32,S,20160111,14,132041,,Q,Alfredo Perez,U,,USA,18.6392881588,,,110565,,Q,Junior Ore,U,,USA,23.3401779603,1289,5,7-5 4-6 7-6(3),3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-03A-2016,USA F3,Clay,32,S,20160111,15,106035,,,Isak Arvidsson,R,,SWE,23.4305270363,681,41,104612,,PR,Daniel Yoo,L,,KOR,30.2943189596,1273,5,6-3 7-6(4),3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-03A-2016,USA F3,Clay,32,S,20160111,16,111427,2,,Adrien Puget,R,,FRA,24.8569472964,370,120,133450,,,David Volfson,R,,CAN,18.3244353183,1080,10,6-2 6-1,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-03A-2016,USA F3,Clay,32,S,20160111,17,126205,1,WC,Tommy Paul,R,,USA,18.6529774127,277,187,120922,,,Maciej Rajski,U,,POL,24.6926762491,631,48,7-6(5) 6-4,3,R16,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-03A-2016,USA F3,Clay,32,S,20160111,18,125854,,,Jaume Pla Malfeito,U,,ESP,20.6078028747,669,43,122645,,,Demian Raab,U,,GER,22.4777549624,1017,12,4-6 6-0 7-5,3,R16,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-03A-2016,USA F3,Clay,32,S,20160111,19,106165,,Q,Diego Hidalgo,U,,ECU,22.7323750856,1784,1,121817,,Q,Juan Manuel Benitez Chavarriaga,U,,COL,20.3039014374,,,7-6(1) 3-2 RET,3,R16,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-03A-2016,USA F3,Clay,32,S,20160111,20,111792,7,,Young Seok Kim,L,,KOR,20.6680355921,551,61,100415,,,Michael Grant,R,178,USA,59.9370294319,873,20,6-7(5) 6-3 6-3,3,R16,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-03A-2016,USA F3,Clay,32,S,20160111,21,111187,6,,Kaichi Uchida,R,,JPN,21.3853524983,528,66,133291,,,Ryota Tanuma,U,,JPN,20.3039014374,877,20,6-3 6-2,3,R16,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-03A-2016,USA F3,Clay,32,S,20160111,22,105273,,,Mauricio Echazu,R,,PER,26.970568104,640,47,132052,,WC,Christian Langmo,U,,USA,19.6112251882,,,7-6(8) 6-1,3,R16,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-03A-2016,USA F3,Clay,32,S,20160111,23,132041,,Q,Alfredo Perez,U,,USA,18.6392881588,,,110539,5,,Wil Spencer,U,,USA,26.340862423,521,68,6-7(4) 7-6(3) 6-4,3,R16,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-03A-2016,USA F3,Clay,32,S,20160111,24,111427,2,,Adrien Puget,R,,FRA,24.8569472964,370,120,106035,,,Isak Arvidsson,R,,SWE,23.4305270363,681,41,6-1 2-6 6-3,3,R16,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-03A-2016,USA F3,Clay,32,S,20160111,25,126205,1,WC,Tommy Paul,R,,USA,18.6529774127,277,187,125854,,,Jaume Pla Malfeito,U,,ESP,20.6078028747,669,43,6-3 6-3,3,QF,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-03A-2016,USA F3,Clay,32,S,20160111,26,111792,7,,Young Seok Kim,L,,KOR,20.6680355921,551,61,106165,,Q,Diego Hidalgo,U,,ECU,22.7323750856,1784,1,7-5 4-6 7-5,3,QF,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-03A-2016,USA F3,Clay,32,S,20160111,27,111187,6,,Kaichi Uchida,R,,JPN,21.3853524983,528,66,105273,,,Mauricio Echazu,R,,PER,26.970568104,640,47,6-3 6-4,3,QF,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-03A-2016,USA F3,Clay,32,S,20160111,28,111427,2,,Adrien Puget,R,,FRA,24.8569472964,370,120,132041,,Q,Alfredo Perez,U,,USA,18.6392881588,,,7-5 6-3,3,QF,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-03A-2016,USA F3,Clay,32,S,20160111,29,126205,1,WC,Tommy Paul,R,,USA,18.6529774127,277,187,111792,7,,Young Seok Kim,L,,KOR,20.6680355921,551,61,6-1 6-3,3,SF,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-03A-2016,USA F3,Clay,32,S,20160111,30,111427,2,,Adrien Puget,R,,FRA,24.8569472964,370,120,111187,6,,Kaichi Uchida,R,,JPN,21.3853524983,528,66,6-0 6-1,3,SF,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-03A-2016,USA F3,Clay,32,S,20160111,31,126205,1,WC,Tommy Paul,R,,USA,18.6529774127,277,187,111427,2,,Adrien Puget,R,,FRA,24.8569472964,370,120,7-6(4) 6-0,3,F,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-04A-2016,USA F4,Clay,16,S,20160118,1,126205,1,,Tommy Paul,R,,USA,18.6721423682,277,187,106181,,,Felipe Mantilla,R,,COL,22.6913073238,565,59,6-4 6-3,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-04A-2016,USA F4,Clay,16,S,20160118,2,105474,,Q,Dae Soung Oh,R,,KOR,25.9712525667,,,126214,,Q,Alejandro Tabilo,L,,CAN,18.6283367556,1149,8,6-2 3-6 7-6(2),3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-04A-2016,USA F4,Clay,16,S,20160118,3,125854,,SE,Jaume Pla Malfeito,U,,ESP,20.6269678303,672,42,104535,,,Daniel Garza,R,,MEX,30.7789185489,638,48,6-0 6-3,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-04A-2016,USA F4,Clay,16,S,20160118,4,105853,6,,Tigre Hank,U,,MEX,24.3011635866,458,90,200532,,WC,Vasil Kirkov,U,,USA,16.8514715948,,,7-6(10) 1-6 6-4,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-04A-2016,USA F4,Clay,16,S,20160118,5,105111,4,,Ivan Endara,U,,ECU,27.8740588638,389,113,105933,,Q,Roberto Quiroz,L,,ECU,23.9014373717,,,6-1 2-6 6-4,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-04A-2016,USA F4,Clay,16,S,20160118,6,120922,,,Maciej Rajski,U,,POL,24.7118412047,631,48,104612,,LL,Daniel Yoo,L,,KOR,30.3134839151,1275,5,6-2 6-4,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-04A-2016,USA F4,Clay,16,S,20160118,7,105954,,,Peter Nagy,U,,HUN,23.8384668036,675,41,132612,,WC,Robbie Mudge,U,,USA,22.7843942505,2081,1,6-1 6-0,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-04A-2016,USA F4,Clay,16,S,20160118,8,122240,,Q,Justin S Shane,U,,USA,23.8685831622,887,19,200024,7,,Makoto Ochi,L,,JPN,19.7097878166,509,71,6-3 6-2,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-04A-2016,USA F4,Clay,16,S,20160118,9,126091,,,Omar Salman,R,,BEL,19.7399041752,652,45,105530,5,,Henrique Cunha,L,,BRA,25.7193702943,401,109,6-7(3) 7-5 3-0 RET,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-04A-2016,USA F4,Clay,16,S,20160118,10,105917,,,Gianni Mina,R,185,FRA,23.9397672827,533,65,111792,,,Young Seok Kim,L,,KOR,20.6872005476,550,61,6-2 6-2,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-04A-2016,USA F4,Clay,16,S,20160118,11,111187,,,Kaichi Uchida,R,,JPN,21.4045174538,528,66,111752,,Q,Raleigh Smith,U,,USA,24.2600958248,1069,10,6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-04A-2016,USA F4,Clay,16,S,20160118,12,111427,3,,Adrien Puget,R,,FRA,24.8761122519,374,119,105677,,PR,Nikola Cacic,R,,SRB,25.1143052704,,,7-5 5-2 RET,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-04A-2016,USA F4,Clay,16,S,20160118,13,110539,8,,Wil Spencer,U,,USA,26.3600273785,521,68,200589,,Q,Sam Riffice,U,,USA,16.8843258042,,,6-3 7-6(4),3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-04A-2016,USA F4,Clay,16,S,20160118,14,133430,,Q,Denis Shapovalov,L,,CAN,16.7611225188,1132,8,105494,,Q,Adelchi Virgili,U,,ITA,25.8590006845,755,30,6-2 6-1,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-04A-2016,USA F4,Clay,16,S,20160118,15,105871,2,WC,Sekou Bangoura,R,,USA,24.167008898,291,175,200590,,WC,Pietro Rimondini,U,,USA,17.5523613963,,,6-4 7-5,3,R32,,,,,,,,,,,,,,,,,,,
2016-M-FU-USA-05A-2016,USA F5,Clay,32,S,20160125,1,111427,1,,Adrien Puget,R,,FRA,24.8761122519,374,119,126091,,Q,Omar Salman,R,,BEL,19.7399041752,652,45,4-6 6-1 6-1,3,R32,,,,,,,,,,,,,,,,,,,
